stem,root,class,mode,voice,modification
Izitavat,Iz,,past,active,
Izita,Iz,,past,pass,
IzivAn,Iz,,perf,para,
IzivAn,iz#1,,perf,para,
IzivAn,iz#2,,perf,para,
IzyamAna,Iz,,pres,pass,
Izya,Iz,,fut,pass,
Ihat,Ih,1,pres,para,
IhamAna,Ih,1,pres,atma,
IhAna,Ih,,perf,atma,
Ihitavat,Ih,,past,active,
Ihita,Ih,,past,pass,
IhivAn,Ih,,perf,para,
IhyamAna,Ih,,pres,pass,
Ihya,Ih,,fut,pass,
uktavat,vac,,past,active,
ukta,vac,,past,pass,
ukzat,ukz,6,pres,para,
ukzamAna,ukz,6,pres,atma,
ukzitavat,ukz,,past,active,
ukzita,ukz,,past,pass,
ukzyamAna,ukz,,pres,pass,
ucitavat,uc#2,,past,active,
ucitavya,uc#2,,fut,pass,
ucita,uc#2,,past,pass,
ucizyat,uc#2,,fut,para,
ucizyamAna,uc#2,,fut,atma,
ucCat,vas#4,6,pres,para,
ucCamAna,vas#4,6,pres,atma,
ucyat,uc#2,4,pres,para,
ucyamAna,uc#2,4,pres,atma,
ucyamAna,uc#2,,pres,pass,
ucyamAna,vac,,pres,pass,
ujJat,ujJ,6,pres,para,
ujJamAna,ujJ,6,pres,atma,
ujJitavat,ujJ,,past,active,
ujJita,ujJ,,past,pass,
ujJyamAna,ujJ,,pres,pass,
uYCat,uYC,1,pres,para,
uYCamAna,uYC,1,pres,atma,
uYCitavat,uYC,,past,active,
uYCita,uYC,,past,pass,
uYCyamAna,uYC,,pres,pass,
utavat,vA#3,,past,active,
uta,vA#3,,past,pass,
utkaRwWavya,utkaRW,,fut,pass,
utkaRWat,utkaRW,1,pres,para,
utkaRWanIya,utkaRW,,fut,pass,
utkaRWanIya,utkaRW,,fut,pass,caus
utkaRWamAna,utkaRW,1,pres,atma,
utkaRWayat,utkaRW,,pres,para,caus
utkaRWayamAna,utkaRW,,pres,atma,caus
utkaRWayitavya,utkaRW,,fut,pass,caus
utkaRWayizyat,utkaRW,,fut,para,caus
utkaRWayizyamAna,utkaRW,,fut,atma,
utkaRWayizyamAna,utkaRW,,fut,atma,caus
utkaRWitavat,utkaRW,,past,active,
utkaRWitavat,utkaRW,,past,active,caus
utkaRWita,utkaRW,,past,pass,
utkaRWita,utkaRW,,past,pass,caus
utkaRWyamAna,utkaRW,,pres,pass,
utkaRWyamAna,utkaRW,,pres,pass,caus
utkaRWya,utkaRW,,fut,pass,
utkaRWya,utkaRW,,fut,pass,caus
utkaRWsyat,utkaRW,,fut,para,
utkaRWsyamAna,utkaRW,,fut,atma,
uttavat,und,,past,active,
utta,und,,past,pass,
uditavat,vad,,past,active,
udita,vad,,past,pass,
udyamAna,vad,,pres,pass,
udya,vad,,fut,pass,
undat,und,7,pres,para,
undAna,und,7,pres,atma,
undyamAna,und,,pres,pass,
unnavat,und,,past,active,
unna,und,,past,pass,
uptavat,vap#1,,past,active,
uptavat,vap#2,,past,active,
upta,vap#1,,past,pass,
upta,vap#2,,past,pass,
upyamAna,vap#1,,pres,pass,
upyamAna,vap#2,,pres,pass,
ubDavat,uB,,past,active,
ubDa,uB,,past,pass,
uBitavya,uB,,fut,pass,
uBizyat,uB,,fut,para,
uBizyamAna,uB,,fut,atma,
uBnat,uB,9,pres,para,
uBnAna,uB,9,pres,atma,
uByamAna,uB,,pres,pass,
umBat,uB,6,pres,para,
umBamAna,uB,6,pres,atma,
umBitavat,uB,,past,active,
umBita,uB,,past,pass,
uruzwavat,uruz,,past,active,
uruzwa,uruz,,past,pass,
uruzyat,uruz,4,pres,para,
uruzyamAna,uruz,4,pres,atma,
uruzyamAna,uruz,,pres,pass,
urokzyat,uruz,,fut,para,
urokzyamAna,uruz,,fut,atma,
urozaRIya,uruz,,fut,pass,
urozwavya,uruz,,fut,pass,
urozya,uruz,,fut,pass,
uSat,vaS,2,pres,para,
uSyamAna,vaS,,pres,pass,
uzitavat,vas#1,,past,active,
uzitavat,vas#4,,past,active,
uzita,vas#1,,past,pass,
uzita,vas#4,,past,pass,
uzwavat,uz,,past,active,
uzwavat,vas#1,,past,active,
uzwavat,vas#4,,past,active,
uzwa,uz,,past,pass,
uzwa,vas#1,,past,pass,
uzwa,vas#4,,past,pass,
uzyamAna,uz,,pres,pass,
uzyamAna,vas#1,,pres,pass,
uhyamAna,vah#1,,pres,pass,
UkzARa,ukz,,perf,atma,
UkzivAn,ukz,,perf,para,
UcAna,uc#2,,perf,atma,
UcAna,vac,,perf,atma,
UcivAn,uc#2,,perf,para,
UcivAn,vac,,perf,para,
UjJAna,ujJ,,perf,atma,
UjJivAn,ujJ,,perf,para,
UYCAna,uYC,,perf,atma,
UYCivAn,uYC,,perf,para,
UQavat,Uh,,past,active,
UQavat,vah#1,,past,active,
UQa,Uh,,past,pass,
UQa,vah#1,,past,pass,
Utavat,vA#3,,past,active,
Uta,vA#3,,past,pass,
UtkaRWAna,utkaRW,,perf,atma,
UtkaRWvAn,utkaRW,,perf,para,
UdAna,vad,,perf,atma,
UdivAn,vad,,perf,para,
UndAna,und,,perf,atma,
UndivAn,und,,perf,para,
UpAna,vap#1,,perf,atma,
UpAna,vap#2,,perf,atma,
UpivAn,vap#1,,perf,para,
UpivAn,vap#2,,perf,para,
UBAna,uB,,perf,atma,
UBivAn,uB,,perf,para,
UyamAna,vA#3,,pres,pass,
UruzARa,uruz,,perf,atma,
UruzvAn,uruz,,perf,para,
UrjanIya,Urj#1,,fut,pass,caus
Urjayat,Urj#1,,pres,para,caus
UrjayamAna,Urj#1,,pres,atma,caus
Urjayitavya,Urj#1,,fut,pass,caus
Urjayizyat,Urj#1,,fut,para,caus
UrjayizyamAna,Urj#1,,fut,atma,
UrjayizyamAna,Urj#1,,fut,atma,caus
Urjitavat,Urj#1,,past,active,caus
Urjita,Urj#1,,past,pass,caus
UrjyamAna,Urj#1,,pres,pass,caus
Urjya,Urj#1,,fut,pass,caus
UrRvat,vf#1,5,pres,para,
UrRvAna,vf#1,5,pres,atma,
UvAna,vA#3,,perf,atma,
UvivAn,vA#3,,perf,para,
USivAn,vaS,,perf,para,
UzARa,uz,,perf,atma,
UzivAn,uz,,perf,para,
UsAna,vas#1,,perf,atma,
UsAna,vas#4,,perf,atma,
UsivAn,vas#1,,perf,para,
UsivAn,vas#4,,perf,para,
Uhat,Uh,1,pres,para,
UhamAna,Uh,1,pres,atma,
UhAna,Uh,,perf,atma,
UhAna,vah#1,,perf,atma,
Uhitavat,Uh,,past,active,
Uhitavya,Uh,,fut,pass,
Uhita,Uh,,past,pass,
UhivAn,Uh,,perf,para,
UhivAn,vah#1,,perf,para,
Uhizyat,Uh,,fut,para,
UhizyamAna,Uh,,fut,atma,
UhyamAna,Uh,,pres,pass,
Uhya,Uh,,fut,pass,
fcCat,f,1,pres,para,
fcCamAna,f,1,pres,atma,
fcyamAna,fc#1,,pres,pass,
fcya,fc#1,,fut,pass,
fjAna,fj,,perf,atma,
fjivAn,fj,,perf,para,
fjyamAna,fj,,pres,pass,
fjya,fj,,fut,pass,
fYjat,fj,6,pres,para,
fYjamAna,fj,6,pres,atma,
fRvat,f,5,pres,para,
fRvAna,f,5,pres,atma,
ftavat,f,,past,active,
fta,f,,past,pass,
fdDavat,fD,,past,active,
fdDa,fD,,past,pass,
fDnuvat,fD,5,pres,para,
fDnvAna,fD,5,pres,atma,
fDyat,fD,4,pres,para,
fDyamAna,fD,4,pres,atma,
fDyamAna,fD,,pres,pass,
fDya,fD,,fut,pass,
fzat,fz,6,pres,para,
fzamAna,fz,6,pres,atma,
fzwavat,fz,,past,active,
fzwa,fz,,past,pass,
fzyamAna,fz,,pres,pass,
fzya,fz,,fut,pass,
eMzyat,in,,fut,para,
eMzyamAna,in,,fut,atma,
ektavya,ej,,fut,pass,
ekzaRIya,Ikz,,fut,pass,
ekzyat,ej,,fut,para,
ekzyat,Iz,,fut,para,
ekzyat,Ih,,fut,para,
ekzyamAna,ej,,fut,atma,
ekzyamAna,Iz,,fut,atma,
ekzyamAna,Ih,,fut,atma,
eNkzyat,iNg,,fut,para,
eNkzyamAna,iNg,,fut,atma,
eNKanIya,INK,,fut,pass,
eNKtavya,INK,,fut,pass,
eNKsyat,INK,,fut,para,
eNKsyamAna,INK,,fut,atma,
eNganIya,iNg,,fut,pass,
eNgtavya,iNg,,fut,pass,
eNgya,iNg,,fut,pass,
ejat,ej,1,pres,para,
ejanIya,ej,,fut,pass,
ejanIya,ej,,fut,pass,caus
ejamAna,ej,1,pres,atma,
ejayat,ej,,pres,para,caus
ejayamAna,ej,,pres,atma,caus
ejayitavya,ej,,fut,pass,caus
ejayizyat,ej,,fut,para,caus
ejayizyamAna,ej,,fut,atma,
ejayizyamAna,ej,,fut,atma,caus
ejAna,ej,,perf,atma,
ejitavat,ej,,past,active,
ejitavat,ej,,past,active,caus
ejita,ej,,past,pass,
ejita,ej,,past,pass,caus
ejivAn,ej,,perf,para,
ejyamAna,ej,,pres,pass,
ejyamAna,ej,,pres,pass,caus
ejya,ej,,fut,pass,
ejya,ej,,fut,pass,caus
eqanIya,Iq,,fut,pass,
eQavya,Ih,,fut,pass,
etavya,i,,fut,pass,
etsyat,eD,,fut,para,
etsyamAna,eD,,fut,atma,
edDavya,eD,,fut,pass,
eDat,eD,1,pres,para,
eDanIya,eD,,fut,pass,
eDanIya,eD,,fut,pass,caus
eDamAna,eD,1,pres,atma,
eDayat,eD,,pres,para,caus
eDayamAna,eD,,pres,atma,caus
eDayitavya,eD,,fut,pass,caus
eDayizyat,eD,,fut,para,caus
eDayizyamAna,eD,,fut,atma,
eDayizyamAna,eD,,fut,atma,caus
eDAna,eD,,perf,atma,
eDitavat,eD,,past,active,
eDitavat,eD,,past,active,caus
eDita,eD,,past,pass,
eDita,eD,,past,pass,caus
eDivAn,eD,,perf,para,
eDyamAna,eD,,pres,pass,
eDyamAna,eD,,pres,pass,caus
eDya,eD,,fut,pass,
eDya,eD,,fut,pass,caus
enanIya,in,,fut,pass,
entavya,in,,fut,pass,
enttavya,ind,,fut,pass,
entsyat,ind,,fut,para,
entsyamAna,ind,,fut,atma,
endanIya,ind,,fut,pass,
endya,ind,,fut,pass,
enDanIya,inD,,fut,pass,
enDya,inD,,fut,pass,
enya,in,,fut,pass,
envanIya,inv,,fut,pass,
envitavya,inv,,fut,pass,
envizyat,inv,,fut,para,
envizyamAna,inv,,fut,atma,
envya,inv,,fut,pass,
eya,i,,fut,pass,
eraRIya,Ir,,fut,pass,
erizyamAna,Ir,,fut,atma,
erkzyat,Irz,,fut,para,
erkzyamAna,Irz,,fut,atma,
erzaRIya,Irz,,fut,pass,
erzwavya,Irz,,fut,pass,
elanIya,il,,fut,pass,
elanIya,il,,fut,pass,caus
elayat,il,,pres,para,caus
elayamAna,il,,pres,atma,caus
elayitavya,il,,fut,pass,caus
elayizyat,il,,fut,para,caus
elayizyamAna,il,,fut,atma,
elayizyamAna,il,,fut,atma,caus
elitavat,il,,past,active,caus
elitavya,il,,fut,pass,
elita,il,,past,pass,caus
elizyat,il,,fut,para,
elizyamAna,il,,fut,atma,
elyamAna,il,,pres,pass,caus
elya,il,,fut,pass,
elya,il,,fut,pass,caus
ezaRIya,iz#1,,fut,pass,
ezaRIya,iz#2,,fut,pass,
ezaRIya,Iz,,fut,pass,
ezitavya,iz#1,,fut,pass,
ezitavya,iz#2,,fut,pass,
ezizyat,iz#1,,fut,para,
ezizyat,iz#2,,fut,para,
ezizyamAna,iz#1,,fut,atma,
ezizyamAna,iz#2,,fut,atma,
ezwavya,Iz,,fut,pass,
ezyat,i,,fut,para,
ezyamAna,i,,fut,atma,
ezya,iz#1,,fut,pass,
ezya,iz#2,,fut,pass,
ehanIya,Ih,,fut,pass,
okzaRIya,ukz,,fut,pass,
okzyat,ukz,,fut,para,
okzyat,uz,,fut,para,
okzyamAna,ukz,,fut,atma,
okzyamAna,uz,,fut,atma,
okzya,ukz,,fut,pass,
oNkzyat,uYC,,fut,para,
oNkzyamAna,uYC,,fut,atma,
ocanIya,uc#2,,fut,pass,
ocya,uc#2,,fut,pass,
ojkzyat,ujJ,,fut,para,
ojkzyamAna,ujJ,,fut,atma,
ojjDavya,ujJ,,fut,pass,
ojJanIya,ujJ,,fut,pass,
ojJya,ujJ,,fut,pass,
oYCanIya,uYC,,fut,pass,
oYCya,uYC,,fut,pass,
oYzwavya,uYC,,fut,pass,
onttavya,und,,fut,pass,
ontsyat,und,,fut,para,
ontsyamAna,und,,fut,atma,
ondanIya,und,,fut,pass,
ondya,und,,fut,pass,
oBanIya,uB,,fut,pass,
oBya,uB,,fut,pass,
ozaRIya,uz,,fut,pass,
ozat,uz,1,pres,para,
ozamAna,uz,1,pres,atma,
ozwavya,ukz,,fut,pass,
ozwavya,uz,,fut,pass,
ozya,uz,,fut,pass,
ohanIya,Uh,,fut,pass,
ohamAna,Uh,1,pres,atma,
kaMsyat,kan,,fut,para,
kaMsyamAna,kan,,fut,atma,
kaHsyat,kas,,fut,para,
kaHsyamAna,kas,,fut,atma,
kaRqanIya,kaRq,,fut,pass,
kaRqayat,kaRq,10,pres,para,
kaRqayamAna,kaRq,10,pres,atma,
kaRqayitavya,kaRq,,fut,pass,
kaRqayizyat,kaRq,,fut,para,
kaRqayizyamAna,kaRq,,fut,atma,
kaRqavanIya,kaRqU#2,,fut,pass,
kaRqitavat,kaRq,,past,active,
kaRqita,kaRq,,past,pass,
kaRqUtavat,kaRqU#2,,past,active,
kaRqUta,kaRqU#2,,past,pass,
kaRqUyat,kaRqU#2,10,pres,para,
kaRqUyamAna,kaRqU#2,10,pres,atma,
kaRqUyitavya,kaRqU#2,,fut,pass,
kaRqUyizyat,kaRqU#2,,fut,para,
kaRqUyizyamAna,kaRqU#2,,fut,atma,
kaRqoya,kaRqU#2,,fut,pass,
kaRqyamAna,kaRq,,pres,pass,
kaRqya,kaRq,,fut,pass,
kaRvanIya,kaRv,,fut,pass,
kaRvayizyat,kaRv,,fut,para,
kaRvayizyamAna,kaRv,,fut,atma,
kaRvAyat,kaRv,10,pres,para,
kaRvAyamAna,kaRv,10,pres,atma,
kaRvAyitavya,kaRv,,fut,pass,
kaRvitavat,kaRv,,past,active,
kaRvita,kaRv,,past,pass,
kaRvyamAna,kaRv,,pres,pass,
kaRvya,kaRv,,fut,pass,
kattTavya,katT,,fut,pass,
kattsyat,katT,,fut,para,
kattsyamAna,katT,,fut,atma,
katTat,katT,1,pres,para,
katTanIya,katT,,fut,pass,
katTamAna,katT,1,pres,atma,
katTitavat,katT,,past,active,
katTita,katT,,past,pass,
katTyamAna,katT,,pres,pass,
katTya,katT,,fut,pass,
kaTanIya,kaT,,fut,pass,
kaTayat,kaT,10,pres,para,
kaTayamAna,kaT,10,pres,atma,
kaTayitavya,kaT,,fut,pass,
kaTayizyat,kaT,,fut,para,
kaTayizyamAna,kaT,,fut,atma,
kaTitavat,kaT,,past,active,
kaTita,kaT,,past,pass,
kaTyamAna,kaT,,pres,pass,
kaTya,kaT,,fut,pass,
kadarTanIya,kadarT,,fut,pass,
kadarTayat,kadarT,10,pres,para,
kadarTayamAna,kadarT,10,pres,atma,
kadarTayitavya,kadarT,,fut,pass,
kadarTayizyat,kadarT,,fut,para,
kadarTayizyamAna,kadarT,,fut,atma,
kadarTitavat,kadarT,,past,active,
kadarTita,kadarT,,past,pass,
kadarTyamAna,kadarT,,pres,pass,
kadarTya,kadarT,,fut,pass,
kanat,kan,1,pres,para,
kananIya,kan,,fut,pass,
kanamAna,kan,1,pres,atma,
kantavat,kan,,past,active,
kantavya,kan,,fut,pass,
kanta,kan,,past,pass,
kanyamAna,kan,,pres,pass,
kanya,kan,,fut,pass,
kampat,kamp,1,pres,para,
kampanIya,kamp,,fut,pass,
kampanIya,kamp,,fut,pass,caus
kampamAna,kamp,1,pres,atma,
kampayat,kamp,,pres,para,caus
kampayamAna,kamp,,pres,atma,caus
kampayitavya,kamp,,fut,pass,caus
kampayizyat,kamp,,fut,para,caus
kampayizyamAna,kamp,,fut,atma,
kampayizyamAna,kamp,,fut,atma,caus
kampitavat,kamp,,past,active,
kampitavat,kamp,,past,active,caus
kampita,kamp,,past,pass,
kampita,kamp,,past,pass,caus
kamptavya,kamp,,fut,pass,
kampyamAna,kamp,,pres,pass,
kampyamAna,kamp,,pres,pass,caus
kampya,kamp,,fut,pass,
kampya,kamp,,fut,pass,caus
kampsyat,kamp,,fut,para,
kampsyamAna,kamp,,fut,atma,
karaRIya,kf#1,,fut,pass,
karaRIya,kF,,fut,pass,
karitavya,kF,,fut,pass,
karizyat,kf#1,,fut,para,
karizyat,kF,,fut,para,
karizyamAna,kf#1,,fut,atma,
karizyamAna,kF,,fut,atma,
karItavya,kF,,fut,pass,
karIzyat,kF,,fut,para,
karIzyamAna,kF,,fut,atma,
karuRayizyamAna,karuR,,fut,atma,
karuRAyamAna,karuR,10,pres,atma,
karuRAyitavya,karuR,,fut,pass,
karuRtavat,karuR,,past,active,
karuRta,karuR,,past,pass,
karoRanIya,karuR,,fut,pass,
karoRya,karuR,,fut,pass,
karkzyat,kfS,,fut,para,
karkzyat,kfz,,fut,para,
karkzyamAna,kfS,,fut,atma,
karkzyamAna,kfz,,fut,atma,
karcCraRIya,kfcCr,,fut,pass,
karRanIya,karR,,fut,pass,
karRayat,karR,10,pres,para,
karRayamAna,karR,10,pres,atma,
karRayitavya,karR,,fut,pass,
karRayizyat,karR,,fut,para,
karRayizyamAna,karR,,fut,atma,
karRitavat,karR,,past,active,
karRita,karR,,past,pass,
karRyamAna,karR,,pres,pass,
karRya,karR,,fut,pass,
kartanIya,kft#1,,fut,pass,
kartavya,kf#1,,fut,pass,
kartitavya,kft#1,,fut,pass,
kartizyat,kft#1,,fut,para,
kartizyamAna,kft#1,,fut,atma,
karttavya,kft#1,,fut,pass,
kartsyat,kft#1,,fut,para,
kartsyamAna,kft#1,,fut,atma,
karpaRIya,kfp,,fut,pass,
karpitavya,kfp,,fut,pass,
karpizyat,kfp,,fut,para,
karpizyamAna,kfp,,fut,atma,
karptavya,kfp,,fut,pass,
karpsyat,kfp,,fut,para,
karpsyamAna,kfp,,fut,atma,
karSanIya,kfS,,fut,pass,
karSanIya,kfS,,fut,pass,caus
karSayat,kfS,,pres,para,caus
karSayamAna,kfS,,pres,atma,caus
karSayitavya,kfS,,fut,pass,caus
karSayizyat,kfS,,fut,para,caus
karSayizyamAna,kfS,,fut,atma,
karSayizyamAna,kfS,,fut,atma,caus
karSitavat,kfS,,past,active,caus
karSita,kfS,,past,pass,caus
karSyamAna,kfS,,pres,pass,caus
karSya,kfS,,fut,pass,caus
karzaRIya,kfz,,fut,pass,
karzaRIya,kfz,,fut,pass,caus
karzat,kfz,1,pres,para,
karzamAna,kfz,1,pres,atma,
karzayat,kfz,,pres,para,caus
karzayamAna,kfz,,pres,atma,caus
karzayitavya,kfz,,fut,pass,caus
karzayizyat,kfz,,fut,para,caus
karzayizyamAna,kfz,,fut,atma,
karzayizyamAna,kfz,,fut,atma,caus
karzitavat,kfz,,past,active,caus
karzita,kfz,,past,pass,caus
karzizyat,kfz,,fut,para,
karzizyamAna,kfz,,fut,atma,
karzwavya,kfS,,fut,pass,
karzwavya,kfz,,fut,pass,
karzyamAna,kfz,,pres,pass,caus
karzya,kfz,,fut,pass,caus
kalaNkanIya,kalaNk,,fut,pass,
kalaNkayat,kalaNk,10,pres,para,
kalaNkayamAna,kalaNk,10,pres,atma,
kalaNkayitavya,kalaNk,,fut,pass,
kalaNkayizyat,kalaNk,,fut,para,
kalaNkayizyamAna,kalaNk,,fut,atma,
kalaNkitavat,kalaNk,,past,active,
kalaNkita,kalaNk,,past,pass,
kalaNkyamAna,kalaNk,,pres,pass,
kalaNkya,kalaNk,,fut,pass,
kalanIya,kal,,fut,pass,
kalayat,kal,10,pres,para,
kalayamAna,kal,10,pres,atma,
kalayitavya,kal,,fut,pass,
kalayizyat,kal,,fut,para,
kalayizyamAna,kal,,fut,atma,
kaltavat,kal,,past,active,
kalta,kal,,past,pass,
kalpanIya,kxp,,fut,pass,caus
kalpamAna,kxp,1,pres,atma,
kalpayat,kxp,,pres,para,caus
kalpayamAna,kxp,,pres,atma,caus
kalpayizyat,kxp,,fut,para,caus
kalpayizyamAna,kxp,,fut,atma,
kalpayizyamAna,kxp,,fut,atma,caus
kalpitavat,kxp,,past,active,caus
kalpita,kxp,,past,pass,caus
kalpizyamAna,kxp,,fut,atma,
kalpyamAna,kxp,,pres,pass,caus
kalpya,kxp,,fut,pass,caus
kalpsyamAna,kxp,,fut,atma,
kalyamAna,kal,,pres,pass,
kalya,kal,,fut,pass,
kavalanIya,kaval,,fut,pass,
kavalayat,kaval,10,pres,para,
kavalayamAna,kaval,10,pres,atma,
kavalayitavya,kaval,,fut,pass,
kavalayizyat,kaval,,fut,para,
kavalayizyamAna,kaval,,fut,atma,
kavaltavat,kaval,,past,active,
kavalta,kaval,,past,pass,
kavalyamAna,kaval,,pres,pass,
kavalya,kaval,,fut,pass,
kavizyamAna,kU,,fut,atma,
kazaRIya,kaz,,fut,pass,
kazat,kaz,1,pres,para,
kazamAna,kaz,1,pres,atma,
kazitavat,kaz,,past,active,
kazitavya,kaz,,fut,pass,
kazita,kaz,,past,pass,
kazizyat,kaz,,fut,para,
kazizyamAna,kaz,,fut,atma,
kazyamAna,kaz,,pres,pass,
kazya,kaz,,fut,pass,
kasat,kas,1,pres,para,
kasanIya,kas,,fut,pass,
kasamAna,kas,1,pres,atma,
kasitavat,kas,,past,active,
kasita,kas,,past,pass,
kastavya,kas,,fut,pass,
kasyamAna,kas,,pres,pass,
kasya,kas,,fut,pass,
kAkzyat,kAS,,fut,para,
kAkzyamAna,kAS,,fut,atma,
kANkzaRIya,kANkz,,fut,pass,
kANkzat,kANkz,1,pres,para,
kANkzamAna,kANkz,1,pres,atma,
kANkzitavat,kANkz,,past,active,
kANkzita,kANkz,,past,pass,
kANkzyat,kANkz,,fut,para,
kANkzyamAna,kANkz,,fut,atma,
kANkzyamAna,kANkz,,pres,pass,
kANkzya,kANkz,,fut,pass,
kANzwavya,kANkz,,fut,pass,
kAmanIya,kam,,fut,pass,caus
kAmayat,kam,,pres,para,caus
kAmayamAna,kam,,pres,atma,caus
kAmayitavya,kam,,fut,pass,caus
kAmayizyat,kam,,fut,para,caus
kAmayizyamAna,kam,,fut,atma,
kAmayizyamAna,kam,,fut,atma,caus
kAmitavat,kam,,past,active,caus
kAmita,kam,,past,pass,caus
kAmyamAna,kam,,pres,pass,caus
kAmya,kam,,fut,pass,caus
kAraRIya,kf#1,,fut,pass,caus
kArayat,kf#1,,pres,para,caus
kArayamAna,kf#1,,pres,atma,caus
kArayitavya,kf#1,,fut,pass,caus
kArayizyat,kf#1,,fut,para,caus
kArayizyamAna,kf#1,,fut,atma,
kArayizyamAna,kf#1,,fut,atma,caus
kAritavat,kf#1,,past,active,caus
kArita,kf#1,,past,pass,caus
kAryamAna,kf#1,,pres,pass,caus
kArya,kf#1,,fut,pass,
kArya,kf#1,,fut,pass,caus
kArya,kF,,fut,pass,
kASat,kAS,1,pres,para,
kASanIya,kAS,,fut,pass,
kASanIya,kAS,,fut,pass,caus
kASamAna,kAS,1,pres,atma,
kASayat,kAS,,pres,para,caus
kASayamAna,kAS,,pres,atma,caus
kASayitavya,kAS,,fut,pass,caus
kASayizyat,kAS,,fut,para,caus
kASayizyamAna,kAS,,fut,atma,
kASayizyamAna,kAS,,fut,atma,caus
kASitavat,kAS,,past,active,
kASitavat,kAS,,past,active,caus
kASita,kAS,,past,pass,
kASita,kAS,,past,pass,caus
kASyamAna,kAS,,pres,pass,
kASyamAna,kAS,,pres,pass,caus
kASya,kAS,,fut,pass,
kASya,kAS,,fut,pass,caus
kAzwavya,kAS,,fut,pass,
kirat,kF,6,pres,para,
kiramAna,kF,6,pres,atma,
kIrRavat,kF,,past,active,
kIrRa,kF,,past,pass,
kIrtayat,kIrt,10,pres,para,
kIrtayamAna,kIrt,10,pres,atma,
kIrtayitavya,kIrt,,fut,pass,
kIrtayizyat,kIrt,,fut,para,
kIrtayizyamAna,kIrt,,fut,atma,
kIrtitavat,kIrt,,past,active,
kIrtita,kIrt,,past,pass,
kIrtyamAna,kIrt,,pres,pass,
kIrtya,kIrt,,fut,pass,
kIryamAna,kF,,pres,pass,
kucat,kuc,6,pres,para,
kucamAna,kuc,6,pres,atma,
kucitavat,kuc,,past,active,
kucita,kuc,,past,pass,
kucyamAna,kuc,,pres,pass,
kuYcitavat,kuc,,past,active,
kuYcita,kuc,,past,pass,
kuwat,kuw,6,pres,para,
kuwamAna,kuw,6,pres,atma,
kuwwayat,kuww,10,pres,para,
kuwwayamAna,kuww,10,pres,atma,
kuwwayitavya,kuww,,fut,pass,
kuwwayizyat,kuww,,fut,para,
kuwwayizyamAna,kuww,,fut,atma,
kuwwavat,kuw,,past,active,
kuwwa,kuw,,past,pass,
kuwwitavat,kuww,,past,active,
kuwwita,kuww,,past,pass,
kuwwyamAna,kuww,,pres,pass,
kuwyamAna,kuw,,pres,pass,
kuRWat,kuRW,1,pres,para,
kuRWamAna,kuRW,1,pres,atma,
kuRWitavat,kuRW,,past,active,
kuRWita,kuRW,,past,pass,
kuRWyamAna,kuRW,,pres,pass,
kuRqat,kuRq,1,pres,para,
kuRqamAna,kuRq,1,pres,atma,
kuRqitavat,kuRq,,past,active,
kuRqita,kuRq,,past,pass,
kuRqyamAna,kuRq,,pres,pass,
kutsayat,kuts,10,pres,para,
kutsayamAna,kuts,10,pres,atma,
kutsayitavya,kuts,,fut,pass,
kutsayizyat,kuts,,fut,para,
kutsayizyamAna,kuts,,fut,atma,
kutsitavat,kuts,,past,active,
kutsita,kuts,,past,pass,
kutsyamAna,kuts,,pres,pass,
kunTat,kunT,1,pres,para,
kunTamAna,kunT,1,pres,atma,
kunTitavat,kunT,,past,active,
kunTita,kunT,,past,pass,
kunTyamAna,kunT,,pres,pass,
kupitavat,kup,,past,active,
kupita,kup,,past,pass,
kupyat,kup,4,pres,para,
kupyamAna,kup,4,pres,atma,
kupyamAna,kup,,pres,pass,
kurvat,kf#1,8,pres,para,
kurvARa,kf#1,8,pres,atma,
kultavat,kul,,past,active,
kulta,kul,,past,pass,
kulyamAna,kul,,pres,pass,
kuvamAna,kU,6,pres,atma,
kusumayat,kusum,10,pres,para,
kusumayamAna,kusum,10,pres,atma,
kusumayitavya,kusum,,fut,pass,
kusumayizyat,kusum,,fut,para,
kusumayizyamAna,kusum,,fut,atma,
kusumitavat,kusum,,past,active,
kusumita,kusum,,past,pass,
kusumyamAna,kusum,,pres,pass,
kusomanIya,kusum,,fut,pass,
kusomya,kusum,,fut,pass,
kUjat,kUj,1,pres,para,
kUjamAna,kUj,1,pres,atma,
kUjitavat,kUj,,past,active,
kUjita,kUj,,past,pass,
kUjyamAna,kUj,,pres,pass,
kUjya,kUj,,fut,pass,
kUtavat,kU,,past,active,
kUta,kU,,past,pass,
kfcCrayizyat,kfcCr,,fut,para,
kfcCrayizyamAna,kfcCr,,fut,atma,
kfcCrAyat,kfcCr,10,pres,para,
kfcCrAyamAna,kfcCr,10,pres,atma,
kfcCrAyitavya,kfcCr,,fut,pass,
kfcCritavat,kfcCr,,past,active,
kfcCrita,kfcCr,,past,pass,
kfcCryamAna,kfcCr,,pres,pass,
kfcCrya,kfcCr,,fut,pass,
kfRvat,kf#1,5,pres,para,
kfRvAna,kf#1,5,pres,atma,
kftavat,kf#1,,past,active,
kfta,kf#1,,past,pass,
kfttavat,kft#1,,past,active,
kftta,kft#1,,past,pass,
kftyamAna,kft#1,,pres,pass,
kftya,kft#1,,fut,pass,
kftya,kf#1,,fut,pass,
kfntat,kft#1,6,pres,para,
kfntamAna,kft#1,6,pres,atma,
kfpaRIya,kfp,,fut,pass,caus
